"Acct/Book root=""~PruGroup""",Scen_minus30 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus29 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus28 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus27 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus26 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus25 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus24 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus23 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus22 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus21 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus20 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus19 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus18 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus17 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus16 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus15 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus14 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus13 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus12 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus11 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus10 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus09 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus08 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus07 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus06 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus05 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus04 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus03 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus02 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus01 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_0 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus01 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus02 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus03 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus04 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus05 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus06 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus07 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus08 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus09 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus10 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus11 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus12 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus13 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus14 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus15 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus16 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus17 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus18 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus19 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus20 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus21 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus22 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus23 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus24 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus25 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus26 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus27 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus28 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus29 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus30 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date
PruGroup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SCEN_286,SCEN_286,SCEN_283,SCEN_783,SCEN_7,SCEN_7,SCEN_280,SCEN_780,SCEN_277,SCEN_777,SCEN_500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> PCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SCEN_250,SCEN_4,SCEN_253,SCEN_256,SCEN_259,SCEN_262,SCEN_265,SCEN_268,SCEN_271,SCEN_274,SCEN_274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> PCA >> Singapore,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SCEN_250,SCEN_4,SCEN_253,SCEN_256,SCEN_259,SCEN_262,SCEN_265,SCEN_268,SCEN_271,SCEN_274,SCEN_274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> PCA >> Singapore >> Singapore_IL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SCEN_250,SCEN_4,SCEN_253,SCEN_256,SCEN_259,SCEN_262,SCEN_265,SCEN_268,SCEN_271,SCEN_274,SCEN_274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
